feature,importance,target,method,rank
H4K8ac,0.23639265,H4K12ac,mean_abs,1
H4K5ac,0.10453361,H4K12ac,mean_abs,2
H2AK5ac,0.030505713,H4K12ac,mean_abs,3
H3K14ac,0.009696225,H4K12ac,mean_abs,4
H2AS129ph,0.008168229,H4K12ac,mean_abs,5
H3K23ac,0.005608758,H4K12ac,mean_abs,6
H3K36me,0.0050751297,H4K12ac,mean_abs,7
H3K36me3,0.003474686,H4K12ac,mean_abs,8
H3K4me,0.0030033863,H4K12ac,mean_abs,9
H4R3me2s,0.00280865,H4K12ac,mean_abs,10
H3K4me3,0.0027659158,H4K12ac,mean_abs,11
H3K27ac,0.00252183,H4K12ac,mean_abs,12
H4K16ac,0.0023988811,H4K12ac,mean_abs,13
Htz1,0.0019804165,H4K12ac,mean_abs,14
H3K36me2,0.0017261964,H4K12ac,mean_abs,15
H3K18ac,0.0015716328,H4K12ac,mean_abs,16
H4R3me,0.001548106,H4K12ac,mean_abs,17
H3K79me3,0.0013550228,H4K12ac,mean_abs,18
H4K20me,0.0013093922,H4K12ac,mean_abs,19
H3K79me,0.0010993029,H4K12ac,mean_abs,20
H3K4ac,0.0010005338,H4K12ac,mean_abs,21
H3K9ac,0.0009576762,H4K12ac,mean_abs,22
H3S10ph,0.00083975383,H4K12ac,mean_abs,23
H3K56ac,0.00083076116,H4K12ac,mean_abs,24
H3K4me2,0.0006168335,H4K12ac,mean_abs,25
